mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,k_barred,k_unbarred,valid,q_barred,q_barred_lo,q_barred_hi,q_unbarred,q_unbarred_lo,q_unbarred_hi,delta_q,delta_q_lo,delta_q_hi,sample,scheme,barmode
1,1,10.030103047688803,10.333945910135904,1.2574031013558358,1.4080759317986264,1084,2565,11,28,True,0.01014760147601476,0.005675589270687448,0.018079213059339856,0.01091617933723197,0.00756334079549268,0.015731774835413638,-0.0007685778612172098,-0.007340400528233111,0.00784257703204242,agn_clean,conventional,all
1,2,10.030103047688803,10.333945910135904,1.4080759317986264,1.5679604806243066,935,1734,16,18,True,0.017112299465240642,0.010560285845251706,0.02761597755252753,0.010380622837370242,0.006576271101825537,0.016349559455658507,0.0067316766278704004,-0.0021315669561491127,0.017903084125992237,agn_clean,conventional,all
1,3,10.030103047688803,10.333945910135904,1.5679604806243066,1.7760225903165756,628,1120,23,12,True,0.03662420382165605,0.024526705523905873,0.054356150491464084,0.010714285714285714,0.006139518907644181,0.018633956569857446,0.025909918107370335,0.011450642484965846,0.044222493678165,agn_clean,conventional,all
1,4,10.030103047688803,10.333945910135904,1.7760225903165756,3.245336315750976,383,700,23,23,True,0.06005221932114883,0.040345890672481094,0.0884961909716073,0.032857142857142856,0.021992661023065935,0.04882081294336518,0.02719507646400597,0.001834119237768387,0.05764333567163675,agn_clean,conventional,all
2,0,10.333945910135904,10.545207977294922,0.3829151653165051,1.2574031013558358,683,2291,12,40,True,0.017569546120058566,0.010078580745768544,0.03045691469228767,0.017459624618070713,0.01284807779135586,0.02368667213589174,0.000109921501987853,-0.009631263386310545,0.013797530235855952,agn_clean,conventional,all
2,1,10.333945910135904,10.545207977294922,1.2574031013558358,1.4080759317986264,918,2235,12,20,True,0.013071895424836602,0.007493251525866608,0.022708751816781406,0.008948545861297539,0.005800284424531894,0.013781923439256522,0.004123349563539063,-0.0032578973882050506,0.01426142389711904,agn_clean,conventional,all
2,2,10.333945910135904,10.545207977294922,1.4080759317986264,1.5679604806243066,908,1772,20,20,True,0.022026431718061675,0.014303278929320425,0.033776854296246356,0.011286681715575621,0.007318207088853033,0.017369502843208408,0.010739750002486054,0.0009087886116037995,0.023142218370873588,agn_clean,conventional,all
2,3,10.333945910135904,10.545207977294922,1.5679604806243066,1.7760225903165756,857,1150,24,16,True,0.028004667444574097,0.0188901411615836,0.04133170141987629,0.01391304347826087,0.00858190988831203,0.022480814151199065,0.014091623966313227,0.0015823760405830646,0.028445397683797412,agn_clean,conventional,all
2,4,10.333945910135904,10.545207977294922,1.7760225903165756,3.245336315750976,570,800,37,29,True,0.06491228070175438,0.04745781217199746,0.08819195245230604,0.03625,0.02535643344178793,0.05157597423897659,0.028662280701754382,0.005434195157955277,0.054364671819540085,agn_clean,conventional,all
3,0,10.545207977294922,10.732647577921549,0.3829151653165051,1.2574031013558358,400,1291,15,32,True,0.0375,0.022855029814710867,0.060943842444513396,0.024786986831913247,0.017611866123746125,0.03478177508888716,0.012713013168086752,-0.005017495680498255,0.03723027455144555,agn_clean,conventional,all
3,1,10.545207977294922,10.732647577921549,1.2574031013558358,1.4080759317986264,745,1764,11,26,True,0.01476510067114094,0.008264255683521805,0.02624432889910841,0.01473922902494331,0.01007812206462112,0.021509245989268334,2.587164619762862e-05,-0.009359974892623546,0.0124153267918176,agn_clean,conventional,all
3,2,10.545207977294922,10.732647577921549,1.4080759317986264,1.5679604806243066,903,1495,13,23,True,0.014396456256921373,0.008432407645408004,0.024474622056896937,0.015384615384615385,0.010273229696646513,0.02298009307967299,-0.0009881591276940122,-0.010645340769177832,0.01031209261919066,agn_clean,conventional,all
3,3,10.545207977294922,10.732647577921549,1.5679604806243066,1.7760225903165756,885,1123,31,20,True,0.03502824858757062,0.024785326065088854,0.049290267694963606,0.017809439002671415,0.011558055028127727,0.02734844639450966,0.017218809584899207,0.003222019816416259,0.03279073915758943,agn_clean,conventional,all
3,4,10.545207977294922,10.732647577921549,1.7760225903165756,3.245336315750976,703,847,40,45,True,0.05689900426742532,0.04206089296380797,0.07655334191791019,0.053128689492325853,0.03994110220906959,0.07035142978715303,0.0037703147750994676,-0.018962752117020493,0.02743897436606003,agn_clean,conventional,all
4,0,10.732647577921549,10.933696111043295,0.3829151653165051,1.2574031013558358,208,524,12,23,True,0.057692307692307696,0.03330699049566336,0.09811893045335907,0.04389312977099236,0.029423847577688525,0.06500120749860304,0.013799177921315332,-0.018452870697893524,0.05673717921450335,agn_clean,conventional,all
4,1,10.732647577921549,10.933696111043295,1.2574031013558358,1.4080759317986264,439,1008,15,30,True,0.03416856492027335,0.02081408284104545,0.055604820914748734,0.02976190476190476,0.020925702082262014,0.04216862782896897,0.004406660158368589,-0.013821586297811508,0.027592680706457637,agn_clean,conventional,all
4,2,10.732647577921549,10.933696111043295,1.4080759317986264,1.5679604806243066,645,1039,25,26,True,0.03875968992248062,0.026389498340651418,0.056591418012249345,0.025024061597690085,0.017133459793878897,0.03641394988030389,0.013735628324790534,-0.003079578925243031,0.033235169947448115,agn_clean,conventional,all
4,3,10.732647577921549,10.933696111043295,1.5679604806243066,1.7760225903165756,898,815,55,37,True,0.061247216035634745,0.04735536886851849,0.07887686153876458,0.04539877300613497,0.03311410534408696,0.061948813102668754,0.015848443029499774,-0.005759130756360403,0.03733605481240841,agn_clean,conventional,all
4,4,10.732647577921549,10.933696111043295,1.7760225903165756,3.245336315750976,735,852,60,79,True,0.08163265306122448,0.06394542608301906,0.1036703152133131,0.09272300469483569,0.07503338146954411,0.11406876724349374,-0.011090351633611203,-0.03881181582586213,0.01716882958209946,agn_clean,conventional,all
5,0,10.933696111043295,12.37898349761963,0.3829151653165051,1.2574031013558358,49,178,7,13,True,0.14285714285714285,0.0709642372040676,0.26667706223914406,0.07303370786516854,0.04317502531026729,0.12093198864698143,0.06982343499197431,-0.016564267750345252,0.19719263597745446,agn_clean,conventional,all
5,1,10.933696111043295,12.37898349761963,1.2574031013558358,1.4080759317986264,215,426,17,41,True,0.07906976744186046,0.0499509490762443,0.12296628070560979,0.09624413145539906,0.07173905038353605,0.1279658804907619,-0.0171743640135386,-0.060234495746642816,0.03309891790691194,agn_clean,conventional,all
5,2,10.933696111043295,12.37898349761963,1.4080759317986264,1.5679604806243066,370,610,37,56,True,0.1,0.07342310002292646,0.13479740892289727,0.09180327868852459,0.0713731449403059,0.11734245443163539,0.008196721311475419,-0.028662213969252254,0.04854830161160039,agn_clean,conventional,all
5,3,10.933696111043295,12.37898349761963,1.5679604806243066,1.7760225903165756,565,633,61,84,True,0.1079646017699115,0.08497243091021048,0.13625170257961117,0.13270142180094788,0.10847558145449034,0.16135838811606953,-0.024736820031036375,-0.0614772832729132,0.012506319105053662,agn_clean,conventional,all
5,4,10.933696111043295,12.37898349761963,1.7760225903165756,3.245336315750976,429,604,66,75,True,0.15384615384615385,0.12278967351834266,0.19104685034608423,0.12417218543046357,0.10022349761366124,0.15287121415405888,0.029673968415690283,-0.012612426796357198,0.07391683753859628,agn_clean,conventional,all
