z_idx,z_lo,z_hi,mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,valid,d_mass,d_bulge,d_z,q_unbarred,med_mass_u,med_bulge_u,med_z_u,delta_q,barmode
0,0.02,0.06,4,3,10.462076187133789,10.715106010437012,1.4591103326268486,1.7085361622827162,262,427,True,-0.007203102111816406,0.008364548110301628,-0.004327151924371719,0.23185011709601874,10.589411735534668,1.5644348983380019,0.046209607273340225,0.10021095160627133,strong_only
0,0.02,0.06,4,4,10.462076187133789,10.715106010437012,1.7085361622827162,3.245336315750976,400,629,True,0.0076751708984375,-0.06449515656240234,-0.0012086257338523865,0.4785373608903021,10.593595504760742,1.974985798797557,0.04398493096232414,0.06646263910969796,strong_only
0,0.02,0.06,5,0,10.715106010437012,12.047352790832521,0.3864016248867915,1.183200033387799,26,93,False,,,,,,,,,strong_only
0,0.02,0.06,5,1,10.715106010437012,12.047352790832521,1.183200033387799,1.3036914768597134,91,182,True,0.05189180374145508,0.010140115309276387,-0.0009014774113893509,0.2967032967032967,10.854647159576416,1.2508511516602825,0.044282061979174614,0.03296703296703296,strong_only
0,0.02,0.06,5,2,10.715106010437012,12.047352790832521,1.3036914768597134,1.4591103326268486,235,355,True,0.023174285888671875,0.011586399214861043,-0.003928467631340027,0.4253521126760563,10.895505905151367,1.3813191089226668,0.048686228692531586,0.042732993706922406,strong_only
0,0.02,0.06,5,3,10.715106010437012,12.047352790832521,1.4591103326268486,1.7085361622827162,401,480,True,-0.0026693344116210938,-0.006503723346193535,-0.001186329871416092,0.5625,10.893524169921875,1.5789932380507528,0.04740602895617485,0.05096633416458851,strong_only
0,0.02,0.06,5,4,10.715106010437012,12.047352790832521,1.7085361622827162,3.245336315750976,397,846,True,-0.01629161834716797,-0.0866495093563786,-0.00011573545634746552,0.6501182033096927,10.885685920715332,1.9669103606236993,0.04542179964482784,0.029982552357813552,strong_only
1,0.06,0.1,0,0,9.500271797180176,10.017061392466227,0.3829151653165051,1.2595906494532976,109,1298,True,-0.13357210159301758,-0.07572641161082028,-0.0017611272633075714,0.006933744221879815,9.85931921005249,1.166048450959288,0.07308517023921013,-0.006933744221879815,strong_only
1,0.06,0.1,0,1,9.500271797180176,10.017061392466227,1.2595906494532976,1.4013679046574006,50,1023,True,-0.027367115020751953,0.010019373720326907,0.001259922981262207,0.010752688172043012,9.86710262298584,1.3259820218777598,0.07396350800991058,-0.010752688172043012,strong_only
1,0.06,0.1,0,2,9.500271797180176,10.017061392466227,1.4013679046574006,1.5513543675332466,61,810,True,-0.006300449371337891,0.008834687570230093,-0.003659576177597046,0.003703703703703704,9.837600231170654,1.465083684709145,0.0740414559841156,0.02908318154219794,strong_only
