mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,k_barred,k_unbarred,valid,q_barred,q_barred_lo,q_barred_hi,q_unbarred,q_unbarred_lo,q_unbarred_hi,delta_q,delta_q_lo,delta_q_hi,sample,scheme,barmode
0,0,9.500033378601074,10.029934883117676,0.3829151653165051,1.2574362712275244,2543,3889,27,75,True,0.01061738104600865,0.007307162062482844,0.015403893869313318,0.019285163281049112,0.01541342770863824,0.02410563836380828,-0.008667782235040462,-0.014515391126065633,-0.002511400070949951,all,comparison,weak_only
0,1,9.500033378601074,10.029934883117676,1.2574362712275244,1.4081669343294456,1410,2460,11,39,True,0.007801418439716312,0.0043617322304550414,0.01391574765208346,0.015853658536585366,0.011618928024642072,0.021598087026264305,-0.008052240096869053,-0.014747753511926724,-0.0006146353597248581,all,comparison,weak_only
0,2,9.500033378601074,10.029934883117676,1.4081669343294456,1.567936572450753,870,1609,15,18,True,0.017241379310344827,0.01047591470453514,0.02825131490799134,0.011187072715972654,0.007087987676297077,0.017614662793654326,0.006054306594372174,-0.0032776506247311973,0.01780254816606349,all,comparison,weak_only
0,3,9.500033378601074,10.029934883117676,1.567936572450753,1.775981109566201,514,900,14,7,True,0.027237354085603113,0.016292814245503585,0.04519600299444519,0.0077777777777777776,0.003772571890802391,0.01596701700122867,0.019459576307825334,0.005790392302536928,0.037859433503687395,all,comparison,weak_only
0,4,9.500033378601074,10.029934883117676,1.775981109566201,3.245336315750976,208,549,10,11,True,0.04807692307692308,0.026321071341319995,0.08622280441094202,0.020036429872495445,0.011224160327876539,0.035518822508140147,0.028040493204427634,0.0013380295265980335,0.06719102777646219,all,comparison,weak_only
1,0,10.029934883117676,10.333564758300781,0.3829151653165051,1.2574362712275244,1237,3905,28,84,True,0.02263540824575586,0.015706494117117963,0.03252002055589105,0.021510883482714467,0.01740876672585194,0.026553481585068053,0.0011245247630413922,-0.007445052042373088,0.011826530295118477,all,comparison,weak_only
1,1,10.029934883117676,10.333564758300781,1.2574362712275244,1.4081669343294456,1046,2758,11,42,True,0.010516252390057362,0.005882122341723453,0.018732507423157713,0.015228426395939087,0.011286056269881344,0.0205193388371218,-0.004712174005881725,-0.011745588238324832,0.004400955477439544,all,comparison,weak_only
1,2,10.029934883117676,10.333564758300781,1.4081669343294456,1.567936572450753,899,1882,24,44,True,0.026696329254727477,0.01800446213521712,0.03941587264693862,0.023379383634431455,0.017461646925285124,0.031238872617925538,0.003316945620296021,-0.008401421207248254,0.01734571576828548,all,comparison,weak_only
1,3,10.029934883117676,10.333564758300781,1.567936572450753,1.775981109566201,627,1243,39,30,True,0.06220095693779904,0.045832317542962145,0.08390148114187691,0.02413515687851971,0.01695754250576142,0.03424500483420079,0.03806580005927933,0.01882674131605607,0.06092254739602425,all,comparison,weak_only
1,4,10.029934883117676,10.333564758300781,1.775981109566201,3.245336315750976,404,877,54,84,True,0.13366336633663367,0.1039084318008427,0.1703193505930624,0.09578107183580388,0.07802952203631955,0.11705831936792405,0.03788229450082979,0.001302554318970646,0.07861040152891452,all,comparison,weak_only
2,0,10.333564758300781,10.544611930847168,0.3829151653165051,1.2574362712275244,754,2528,19,60,True,0.025198938992042442,0.01619052422060159,0.03902083738239809,0.023734177215189875,0.018483657643608667,0.0304299338410565,0.0014647617768525668,-0.00975952855648925,0.01625032334497954,all,comparison,weak_only
2,1,10.333564758300781,10.544611930847168,1.2574362712275244,1.4081669343294456,976,2484,21,38,True,0.02151639344262295,0.014115497516346373,0.032669069933848514,0.015297906602254429,0.011165740161495706,0.020926923355150243,0.006218486840368522,-0.003079851189406421,0.01811205621259938,all,comparison,weak_only
2,2,10.333564758300781,10.544611930847168,1.4081669343294456,1.567936572450753,1024,2006,43,57,True,0.0419921875,0.03132325446943114,0.056084641028163185,0.028414755732801594,0.02199633696080916,0.036635879179184004,0.013577431767198406,0.0001084673403606174,0.029062693985711333,all,comparison,weak_only
2,3,10.333564758300781,10.544611930847168,1.567936572450753,1.775981109566201,1011,1419,85,88,True,0.0840751730959446,0.0685040115692586,0.1027951182699068,0.06201550387596899,0.05061040550429997,0.07578558732103818,0.02205966921997561,0.0012732248541319213,0.04398026720870753,all,comparison,weak_only
2,4,10.333564758300781,10.544611930847168,1.775981109566201,3.245336315750976,725,1304,132,255,True,0.1820689655172414,0.1556784840817817,0.21181084515324344,0.1955521472392638,0.1749321344959915,0.2179606395899707,-0.013483181722022425,-0.04810395640756393,0.022707484613583316,all,comparison,weak_only
3,0,10.544611930847168,10.732253074645996,0.3829151653165051,1.2574362712275244,481,1505,19,55,True,0.0395010395010395,0.025431810257671918,0.06086744913831157,0.036544850498338874,0.028183617647953685,0.04726596531198983,0.0029561890027006293,-0.014732381158562142,0.025900331513722327,all,comparison,weak_only
3,1,10.544611930847168,10.732253074645996,1.2574362712275244,1.4081669343294456,857,2082,35,58,True,0.040840140023337225,0.029509944132050797,0.05626828839156964,0.027857829010566763,0.021611739458101634,0.03584299101237756,0.012982311012770462,-0.0008790075078496783,0.02962687158881471,all,comparison,weak_only
3,2,10.544611930847168,10.732253074645996,1.4081669343294456,1.567936572450753,1104,1848,47,100,True,0.042572463768115944,0.03216477025730541,0.05615243257138014,0.05411255411255411,0.04469185686675389,0.0653831486634205,-0.011540090344438168,-0.026881093758328242,0.004987616371699331,all,comparison,weak_only
3,3,10.544611930847168,10.732253074645996,1.567936572450753,1.775981109566201,1217,1546,149,135,True,0.12243221035332785,0.10519508992820295,0.1420454150856637,0.08732212160413971,0.07425299703837218,0.10243698454791575,0.03511008874918814,0.012184613784437855,0.05867870807209439,all,comparison,weak_only
3,4,10.544611930847168,10.732253074645996,1.775981109566201,3.245336315750976,1169,1793,289,531,True,0.24721984602224123,0.22334487054180951,0.27275070524534123,0.29615170105967653,0.27547293030144027,0.3177020844381623,-0.0489318550374353,-0.08109446497430034,-0.016077078630625935,all,comparison,weak_only
4,0,10.732253074645996,10.93322467803955,0.3829151653165051,1.2574362712275244,259,699,20,40,True,0.07722007722007722,0.050541617899062724,0.11625649308921182,0.05722460658082976,0.042303189200278285,0.0769861011062052,0.019995470639247462,-0.013204783239593114,0.06178650389463189,all,comparison,weak_only
4,1,10.732253074645996,10.93322467803955,1.2574362712275244,1.4081669343294456,646,1423,45,89,True,0.0696594427244582,0.052465816087383654,0.09194088118766217,0.06254392129304287,0.05110258603742069,0.07634076633824466,0.007115521431415334,-0.014929290432976448,0.03216280975612402,all,comparison,weak_only
4,2,10.732253074645996,10.93322467803955,1.4081669343294456,1.567936572450753,1053,1586,120,148,True,0.11396011396011396,0.0961541645369884,0.13457245655222533,0.09331651954602774,0.07996734364207915,0.1086309956181822,0.020643594414086225,-0.002842252647995591,0.045201060986376,all,comparison,weak_only
4,3,10.732253074645996,10.93322467803955,1.567936572450753,1.775981109566201,1565,1509,413,305,True,0.26389776357827477,0.24265873282560244,0.28629303228423214,0.20212060967528164,0.18262683442559874,0.22312715601514588,0.061777153902993126,0.03190456753284726,0.09146815142576395,all,comparison,weak_only
4,4,10.732253074645996,10.93322467803955,1.775981109566201,3.245336315750976,1646,2412,600,905,True,0.3645200486026732,0.34160926977071476,0.3880617252115544,0.3752072968490879,0.3560975918714927,0.3947138706100437,-0.010687248246414705,-0.04077728325102252,0.019634218767697127,all,comparison,weak_only
5,0,10.93322467803955,12.37898349761963,0.3829151653165051,1.2574362712275244,107,341,26,56,True,0.24299065420560748,0.17155857086376308,0.3322372056879302,0.16422287390029325,0.12868272900496827,0.20724398704841604,0.07876778030531423,-0.004619021450477961,0.1748305142382373,all,comparison,weak_only
