mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,k_barred,k_unbarred,valid,q_barred,q_barred_lo,q_barred_hi,q_unbarred,q_unbarred_lo,q_unbarred_hi,delta_q,delta_q_lo,delta_q_hi,sample,scheme,barmode
1,2,10.030103047688803,10.333945910135904,1.4080759317986264,1.5679604806243066,776,1734,15,18,True,0.019329896907216496,0.011748593340391345,0.03164671276691726,0.010380622837370242,0.006576271101825537,0.016349559455658507,0.008949274069846254,-0.0006997864090552176,0.021840241646002758,agn_clean,conventional,weak_only
1,3,10.030103047688803,10.333945910135904,1.5679604806243066,1.7760225903165756,498,1120,14,12,True,0.028112449799196786,0.016818538216467047,0.046630701102102184,0.010714285714285714,0.006139518907644181,0.018633956569857446,0.017398164084911072,0.0036041934709395724,0.03647312470486273,agn_clean,conventional,weak_only
1,4,10.030103047688803,10.333945910135904,1.7760225903165756,3.245336315750976,272,700,11,23,True,0.04044117647058824,0.022729313768625112,0.07095297362636692,0.032857142857142856,0.021992661023065935,0.04882081294336518,0.007584033613445382,-0.016260228652243237,0.039972407008822486,agn_clean,conventional,weak_only
2,0,10.333945910135904,10.545207977294922,0.3829151653165051,1.2574031013558358,619,2291,8,40,True,0.012924071082390954,0.006563060454856679,0.025293294865905865,0.017459624618070713,0.01284807779135586,0.02368667213589174,-0.004535553535679759,-0.013437158839938368,0.008665357839738786,agn_clean,conventional,weak_only
2,1,10.333945910135904,10.545207977294922,1.2574031013558358,1.4080759317986264,797,2235,9,20,True,0.011292346298619825,0.00595213054475431,0.02132100645399385,0.008948545861297539,0.005800284424531894,0.013781923439256522,0.002343800437322286,-0.004858938146643542,0.012855012288779388,agn_clean,conventional,weak_only
2,2,10.333945910135904,10.545207977294922,1.4080759317986264,1.5679604806243066,748,1772,16,20,True,0.0213903743315508,0.013208731778866344,0.0344628330174053,0.011286681715575621,0.007318207088853033,0.017369502843208408,0.01010369261597518,-9.140364304429174e-05,0.023765243295027456,agn_clean,conventional,weak_only
2,3,10.333945910135904,10.545207977294922,1.5679604806243066,1.7760225903165756,659,1150,10,16,True,0.015174506828528073,0.008263002510525386,0.027705566599668885,0.01391304347826087,0.00858190988831203,0.022480814151199065,0.0012614633502672033,-0.009746514949213116,0.014879409022863508,agn_clean,conventional,weak_only
2,4,10.333945910135904,10.545207977294922,1.7760225903165756,3.245336315750976,378,800,24,29,True,0.06349206349206349,0.043034315545720556,0.09273265690615755,0.03625,0.02535643344178793,0.05157597423897659,0.02724206349206349,0.0016802768289627922,0.058445942987513363,agn_clean,conventional,weak_only
3,0,10.545207977294922,10.732647577921549,0.3829151653165051,1.2574031013558358,358,1291,12,32,True,0.0335195530726257,0.019276719874954735,0.05766708560116292,0.024786986831913247,0.017611866123746125,0.03478177508888716,0.00873256624071245,-0.008667263925080024,0.0339235504293767,agn_clean,conventional,weak_only
3,1,10.545207977294922,10.732647577921549,1.2574031013558358,1.4080759317986264,603,1764,7,26,True,0.011608623548922056,0.005634356321524408,0.023766170885971164,0.01473922902494331,0.01007812206462112,0.021509245989268334,-0.0031306054760212552,-0.012159724956989828,0.00988983519809396,agn_clean,conventional,weak_only
