mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,k_barred,k_unbarred,valid,q_barred,q_barred_lo,q_barred_hi,q_unbarred,q_unbarred_lo,q_unbarred_hi,delta_q,delta_q_lo,delta_q_hi,sample,scheme,barmode
3,0,10.544611930847168,10.732253074645996,0.3829151653165051,1.2574362712275244,85,1505,7,55,True,0.08235294117647059,0.04046372349916064,0.16035984533375294,0.036544850498338874,0.028183617647953685,0.04726596531198983,0.04580809067813171,0.002568654274952939,0.1242618178743701,all,comparison,strong_only
3,1,10.544611930847168,10.732253074645996,1.2574362712275244,1.4081669343294456,276,2082,29,58,True,0.10507246376811594,0.07415923785435707,0.1468282422756635,0.027857829010566763,0.021611739458101634,0.03584299101237756,0.07721463475754917,0.04528674180185515,0.11943499327650048,all,comparison,strong_only
3,2,10.544611930847168,10.732253074645996,1.4081669343294456,1.567936572450753,449,1848,51,100,True,0.11358574610244988,0.0874553934581924,0.14627201104299933,0.05411255411255411,0.04469185686675389,0.0653831486634205,0.05947319198989577,0.03101582684757675,0.09348997391236485,all,comparison,strong_only
3,3,10.544611930847168,10.732253074645996,1.567936572450753,1.775981109566201,629,1546,131,135,True,0.2082670906200318,0.17835107316680213,0.2417248480854056,0.08732212160413971,0.07425299703837218,0.10243698454791575,0.12094496901589208,0.08742740373929306,0.15686465096781538,all,comparison,strong_only
3,4,10.544611930847168,10.732253074645996,1.775981109566201,3.245336315750976,830,1793,292,531,True,0.35180722891566263,0.3200703825898288,0.3849095060955826,0.29615170105967653,0.27547293030144027,0.3177020844381623,0.0556555278559861,0.017293483613410758,0.09468593029521209,all,comparison,strong_only
4,0,10.732253074645996,10.93322467803955,0.3829151653165051,1.2574362712275244,79,699,10,40,True,0.12658227848101267,0.07023263469675516,0.21756358666503517,0.05722460658082976,0.042303189200278285,0.0769861011062052,0.06935767190018291,0.009643360211198715,0.16155445674391106,all,comparison,strong_only
4,1,10.732253074645996,10.93322467803955,1.2574362712275244,1.4081669343294456,258,1423,53,89,True,0.2054263565891473,0.16062206501371337,0.2588739892605344,0.06254392129304287,0.05110258603742069,0.07634076633824466,0.14288243529610442,0.09600197586173231,0.19754095330205723,all,comparison,strong_only
4,2,10.732253074645996,10.93322467803955,1.4081669343294456,1.567936572450753,515,1586,117,148,True,0.22718446601941747,0.1930934556470681,0.265315283240719,0.09331651954602774,0.07996734364207915,0.1086309956181822,0.13386794647338973,0.09649509314945653,0.17426794299911813,all,comparison,strong_only
4,3,10.732253074645996,10.93322467803955,1.567936572450753,1.775981109566201,1033,1509,300,305,True,0.2904162633107454,0.26355037097097445,0.3188351554599467,0.20212060967528164,0.18262683442559874,0.22312715601514588,0.08829565363546374,0.05419211774340372,0.12275781701028808,all,comparison,strong_only
4,4,10.732253074645996,10.93322467803955,1.775981109566201,3.245336315750976,1188,2412,462,905,True,0.3888888888888889,0.36156816324147056,0.4169258654347735,0.3752072968490879,0.3560975918714927,0.3947138706100437,0.013681592039801016,-0.01988816324368462,0.04761170960760808,all,comparison,strong_only
5,0,10.93322467803955,12.37898349761963,0.3829151653165051,1.2574362712275244,52,341,12,56,True,0.23076923076923078,0.1372426092549275,0.36133782558099836,0.16422287390029325,0.12868272900496827,0.20724398704841604,0.06654635686893753,-0.03640045031022329,0.20186546065809302,all,comparison,strong_only
