mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,k_barred,k_unbarred,valid,q_barred,q_barred_lo,q_barred_hi,q_unbarred,q_unbarred_lo,q_unbarred_hi,delta_q,delta_q_lo,delta_q_hi,z_lo,z_hi,sample,scheme,barmode
0,3,9.530496597290039,10.428152084350586,1.6451332806655006,1.8280321411876859,26,373,2,4,False,,,,,,,,,,0.1,0.15,all,comparison,strong_only
0,4,9.530496597290039,10.428152084350586,1.8280321411876859,2.7954545520584695,19,267,0,4,False,,,,,,,,,,0.1,0.15,all,comparison,strong_only
1,0,10.428152084350586,10.611761093139648,0.4821862755675124,1.34510844190082,33,1143,3,11,True,0.09090909090909091,0.03140394152458165,0.2357260564646973,0.009623797025371828,0.005382174742706391,0.017150546429814784,0.08128529388371908,0.021306007793685917,0.22616436370514806,0.1,0.15,all,comparison,strong_only
1,1,10.428152084350586,10.611761093139648,1.34510844190082,1.4962348618435812,51,834,3,6,True,0.058823529411764705,0.020206639422464673,0.15924626048800425,0.007194244604316547,0.003301236292591884,0.015606229617476368,0.05162928480744816,0.012106814182405924,0.15212744613652862,0.1,0.15,all,comparison,strong_only
1,2,10.428152084350586,10.611761093139648,1.4962348618435812,1.6451332806655006,72,642,4,12,True,0.05555555555555555,0.021814215981316658,0.13432015965997915,0.018691588785046728,0.010724123366924973,0.032384689857194456,0.03686396677050882,0.0004499720262329185,0.11603052135586102,0.1,0.15,all,comparison,strong_only
1,3,10.428152084350586,10.611761093139648,1.6451332806655006,1.8280321411876859,105,423,7,8,True,0.06666666666666667,0.03266588465602071,0.1312556486825412,0.018912529550827423,0.009613740318248156,0.036870635579804065,0.04775413711583924,0.009302261355566728,0.11300905324511563,0.1,0.15,all,comparison,strong_only
1,4,10.428152084350586,10.611761093139648,1.8280321411876859,2.7954545520584695,82,321,4,31,True,0.04878048780487805,0.019131065567745804,0.1188146192257594,0.09657320872274143,0.06887076885331167,0.1338172102603312,-0.04779272091786338,-0.09539738339463913,0.027521319862038027,0.1,0.15,all,comparison,strong_only
2,0,10.611761093139648,10.756779670715332,0.4821862755675124,1.34510844190082,35,833,4,10,True,0.11428571428571428,0.04535179333097358,0.25951468646213804,0.012004801920768308,0.006533638167681061,0.02195617739940656,0.10228091236494598,0.0326323995874912,0.24761290468677982,0.1,0.15,all,comparison,strong_only
2,1,10.611761093139648,10.756779670715332,1.34510844190082,1.4962348618435812,76,733,2,6,True,0.02631578947368421,0.00724665907512833,0.09096621098658073,0.008185538881309686,0.003756750198838756,0.017742391347903452,0.018130250592374525,-0.0031996618131035458,0.08293218861114968,0.1,0.15,all,comparison,strong_only
2,2,10.611761093139648,10.756779670715332,1.4962348618435812,1.6451332806655006,100,555,5,13,True,0.05,0.02154367915436796,0.11175046923191913,0.023423423423423424,0.013738978126853915,0.039659813873416855,0.02657657657657658,-0.0061859411977671745,0.08908184780280548,0.1,0.15,all,comparison,strong_only
2,3,10.611761093139648,10.756779670715332,1.6451332806655006,1.8280321411876859,163,405,16,19,True,0.09815950920245399,0.06132660226717498,0.15349685392912474,0.04691358024691358,0.03023652311783672,0.07210500296267891,0.05124592895554041,0.006622271421141662,0.10904165505950841,0.1,0.15,all,comparison,strong_only
2,4,10.611761093139648,10.756779670715332,1.8280321411876859,2.7954545520584695,171,505,25,84,True,0.14619883040935672,0.10102922182832566,0.2069152393072359,0.16633663366336635,0.13640233836547241,0.20130885996918949,-0.02013780325400963,-0.07726354309297594,0.04755668946464495,0.1,0.15,all,comparison,strong_only
3,0,10.756779670715332,10.891862869262695,0.4821862755675124,1.34510844190082,31,476,2,10,True,0.06451612903225806,0.017874783521914572,0.20718636736298127,0.02100840336134454,0.01145060259020427,0.03823551431867904,0.04350772567091352,-0.0062133811445180195,0.1864977549069626,0.1,0.15,all,comparison,strong_only
